time,latitude,longitude,depth,mag,nst,gap,dmin,rms,updated,place,type,horizontalError,depthError,magError,magNst,status,year,month,day,h:m:s,state,city
2018-11-27 17:29:57+00:00,36.0743333,-120.1931667,10.83,2.87,63,54,0.06897,0.08,2018-11-28T04:12:11.610Z,"10km NW of Avenal, CA",earthquake,0.2,0.38,0.147,90,reviewed,2018,11,27,17:29:57,California,Avenal
2018-11-27 16:00:51+00:00,36.0725,-120.1968333,10.69,2.5,60,86,0.07157,0.07,2018-11-28T03:38:04.151Z,"10km NW of Avenal, CA",earthquake,0.23,0.37,0.161,65,reviewed,2018,11,27,16:00:51,California,Avenal
2018-11-27 14:21:01+00:00,36.2668,-97.6725,7.34,2.7,42.15871825,33,0.146,0.33,2019-02-09T19:02:10.040Z,"0 km NNW of Douglas, Oklahoma",earthquake,1.1,8.2,0.165,25,reviewed,2018,11,27,14:21:01,Oklahoma,Waukomis
2018-11-27 13:07:12+00:00,36.0735,-120.1881667,10.8,4,92,51,0.06483,0.11,2019-02-09T19:02:10.040Z,"9km NW of Avenal, CA",earthquake,0.18,0.32,0.159464844,5,reviewed,2018,11,27,13:07:12,California,Avenal
2018-11-27 09:50:49+00:00,39.6102,-107.337,5,2.5,42.15871825,92,0.871,0.5,2019-02-09T19:02:28.040Z,"6 km NW of No Name, Colorado",earthquake,1.8,1.9,0.049,55,reviewed,2018,11,27,9:50:49,Colorado,Glenwood Springs
2018-11-27 08:07:07+00:00,34.6387,-96.3223,6.07,3.2,42.15871825,192,0.076,0.59,2019-02-09T19:02:10.040Z,"3 km NNE of Centrahoma, Oklahoma",earthquake,1.9,5.3,0.194,17,reviewed,2018,11,27,8:07:07,Oklahoma,Coalgate
2018-11-26 15:42:49+00:00,34.053,-97.4342,6,3.1,42.15871825,62,0.22,0.77,2019-02-09T19:02:10.040Z,"12 km S of Wilson, Oklahoma",earthquake,2.1,7.8,0.195,8,reviewed,2018,11,26,15:42:49,Oklahoma,Wilson
2018-11-26 13:52:51+00:00,34.6437,-96.3232,5.68,3,42.15871825,249,0.072,1.15,2019-02-09T19:02:10.040Z,"4 km NNE of Centrahoma, Oklahoma",earthquake,2.3,5.7,0.139,9,reviewed,2018,11,26,13:52:51,Oklahoma,Coalgate
2018-11-26 13:46:12+00:00,34.6358,-96.3272,5.8,3.1,42.15871825,249,0.075,1.06,2019-02-09T19:02:10.040Z,"3 km NNE of Centrahoma, Oklahoma",earthquake,2,3.2,0.159,9,reviewed,2018,11,26,13:46:12,Oklahoma,Coalgate
2018-11-26 10:25:14+00:00,34.6397,-96.3352,6.15,2.6,42.15871825,261,0.067,0.56,2019-02-09T19:02:10.040Z,"3 km NNE of Centrahoma, Oklahoma",earthquake,1.5,5.9,0.176,8,reviewed,2018,11,26,10:25:14,Oklahoma,Coalgate
2018-11-26 09:11:45+00:00,34.6465,-96.3168,4.87,2.9,42.15871825,249,0.075,0.75,2019-02-09T19:02:09.040Z,"4 km NNE of Centrahoma, Oklahoma",earthquake,2,5.5,0.064,64,reviewed,2018,11,26,9:11:45,Oklahoma,Coalgate
2018-11-26 06:57:53+00:00,44.4602,-114.1378,5,2.8,42.15871825,57,0.544,1.13,2019-02-09T19:02:09.040Z,"8 km ESE of Challis, Idaho",earthquake,3.2,1.9,0.039,86,reviewed,2018,11,26,6:57:53,Idaho,Challis
2018-11-26 05:14:11+00:00,35.2323,-97.785,6.15,2.7,42.15871825,64,0.025,0.44,2019-02-09T19:02:09.040Z,"4 km W of Bridge Creek, Oklahoma",earthquake,1.1,2.6,0.246,19,reviewed,2018,11,26,5:14:11,Oklahoma,Tuttle
2018-11-25 23:50:35+00:00,36.8162,-97.7066,5.85,2.5,42.15871825,41,0.127,0.31,2019-02-02T20:02:30.040Z,"2 km ENE of Medford, Oklahoma",earthquake,0.7,2.4,0.058,39,reviewed,2018,11,25,23:50:35,Oklahoma,Medford
2018-11-25 22:24:48+00:00,35.233,-97.7888,6,3,42.15871825,64,0.028,0.83,2019-02-02T20:02:30.040Z,"4 km W of Bridge Creek, Oklahoma",earthquake,1.5,4.4,0.259,17,reviewed,2018,11,25,22:24:48,Oklahoma,Tuttle
2018-11-25 21:05:48+00:00,43.8112,-105.4419,0,3.4,42.15871825,65,1.061,0.52,2019-02-02T20:02:33.040Z,"7 km NNE of Wright, Wyoming",mining explosion,5.4,1.7,0.049,54,reviewed,2018,11,25,21:05:48,Wyoming,Wright
2018-11-25 20:39:58+00:00,43.6895,-105.1147,0,3.3,42.15871825,78,0.891,1.02,2019-02-02T20:02:30.040Z,"31 km ESE of Wright, Wyoming",mining explosion,5.6,1.6,0.055,44,reviewed,2018,11,25,20:39:58,Wyoming,Wright
2018-11-25 12:43:05+00:00,47.6857,-113.2327,10,2.8,42.15871825,57,0.642,0.84,2019-02-02T20:02:26.040Z,"40 km ENE of Condon, Montana",earthquake,3.4,2,0.055,44,reviewed,2018,11,25,12:43:05,Montana,Seeley Lake
2018-11-25 10:32:11+00:00,31.2288,-103.3251,3.05,2.5,42.15871825,56,0.307,0.79,2019-02-02T20:02:30.040Z,"24 km W of Coyanosa, Texas",earthquake,5.4,6.1,0.142,13,reviewed,2018,11,25,10:32:11,Texas,Pecos
2018-11-25 05:16:12+00:00,36.3623,-98.1575,6.46,2.7,42.15871825,70,0.039,0.24,2019-02-02T20:02:30.040Z,"3 km SE of Meno, Oklahoma",earthquake,0.9,2.5,0.145,26,reviewed,2018,11,25,5:16:12,Oklahoma,Helena
2018-11-24 08:04:34+00:00,32.0645,-115.206,10.99,2.87,18,284,0.6368,0.34,2018-11-26T22:00:26.101Z,"18km S of Alberto Oviedo Mota, B.C., MX",earthquake,1.22,31.61,0.174,51,reviewed,2018,11,24,8:04:34,Baja California,Doctor Alberto Oviedo Mota
2018-11-23 20:35:33+00:00,44.0135,-105.4689,0,3.1,42.15871825,126,1.038,0.98,2019-02-02T20:02:32.040Z,"23 km S of Antelope Valley-Crestview, Wyoming",mining explosion,7.8,1.6,0.059,38,reviewed,2018,11,23,20:35:33,Wyoming,Antelope Valley-Crestview
2018-11-23 14:59:55+00:00,34.4363333,-85.0358333,9.46,2.72,22,73,0.1922,0.13,2019-02-02T20:02:29.040Z,"3 km N of Plainville, Georgia",earthquake,0.4,0.61,0.115,19,reviewed,2018,11,23,14:59:55,Georgia,Shannon
2018-11-23 14:43:09+00:00,31.0586,-103.3193,5,3.1,42.15871825,58,0.138,0.72,2019-02-02T20:02:29.040Z,"31 km SW of Coyanosa, Texas",earthquake,1.4,1.8,0.089,41,reviewed,2018,11,23,14:43:09,Texas,Pecos
2018-11-23 11:08:41+00:00,40.5846,-119.6967,4.8,2.5,10,151.56,0.648,0.1701,2019-02-02T20:02:32.040Z,"29 km WSW of Gerlach, Nevada",earthquake,1.05535678,9.2,0.21,8,reviewed,2018,11,23,11:08:41,California,Janesville
2018-11-23 09:54:00+00:00,40.2191667,-122.1323333,19.1,2.56,19,82,0.01195,0.09,2018-11-24T03:57:04.404Z,"10km ENE of Red Bluff, CA",earthquake,0.35,0.59,0.136,35,reviewed,2018,11,23,9:54:00,California,Red Bluff
2018-11-23 05:35:48+00:00,45.3623,-116.1946,10,3,42.15871825,65,0.307,0.9,2019-02-02T20:02:25.040Z,"11 km SE of Riggins, Idaho",earthquake,3.4,2,0.048,58,reviewed,2018,11,23,5:35:48,Idaho,McCall
2018-11-23 01:53:53+00:00,34.0699,-97.454,5,2.6,42.15871825,30,0.24,0.86,2019-02-02T20:02:29.040Z,"10 km SSW of Wilson, Oklahoma",earthquake,1.4,1.9,0.124,17,reviewed,2018,11,23,1:53:53,Oklahoma,Wilson
2018-11-22 23:01:52+00:00,36.9198,-97.9274,5,3.1,42.15871825,71,0.047,0.52,2019-02-02T20:02:28.040Z,"4 km N of Wakita, Oklahoma",earthquake,1.2,2.7,0.159464844,8,reviewed,2018,11,22,23:01:52,Oklahoma,Medford
2018-11-22 20:54:06+00:00,36.445,-89.5366667,9.54,2.87,44,33,0.05616,0.08,2019-02-02T20:02:28.040Z,"9 km NW of Tiptonville, Tennessee",earthquake,0.11,0.3,0.113,53,reviewed,2018,11,22,20:54:06,Tennessee,Tiptonville
2018-11-22 05:41:09+00:00,37.6716,-105.4909,5.86,2.5,42.15871825,118,0.074,0.13,2019-02-02T20:02:32.040Z,"26 km N of Blanca, Colorado",earthquake,1.5,2.9,0.079,21,reviewed,2018,11,22,5:41:09,Colorado,Alamosa East
2018-11-22 05:41:05+00:00,37.6644,-105.4787,5.35,2.5,42.15871825,118,0.083,0.22,2019-02-02T20:02:32.040Z,"25 km N of Blanca, Colorado",earthquake,1.7,3,0.159464844,42.74671503,reviewed,2018,11,22,5:41:05,Colorado,Alamosa East
2018-11-22 03:26:24+00:00,35.8055,-98.6822,4.43,2.8,42.15871825,162,0.16,0.63,2019-02-02T20:02:28.040Z,"9 km NE of Thomas, Oklahoma",earthquake,1.6,4.3,0.151,15,reviewed,2018,11,22,3:26:24,Oklahoma,Thomas
2018-11-22 01:55:41+00:00,36.4481667,-89.5365,9.77,3.12,71,27,0.05864,0.1,2019-02-02T20:02:28.040Z,"9 km NW of Tiptonville, Tennessee",earthquake,0.11,0.24,0.1,70,reviewed,2018,11,22,1:55:41,Tennessee,Tiptonville
2018-11-21 21:20:49+00:00,38.8614,-118.8762,8.7,2.5,34,77.12,0.31,0.141,2019-02-02T20:02:28.040Z,"11 km SSW of Schurz, Nevada",earthquake,1.05535678,1.9,0.31,14,reviewed,2018,11,21,21:20:49,Nevada,Yerington
2018-11-20 22:39:05+00:00,45.9525,-115.7774,12.95,4.1,42.15871825,33,0.879,0.62,2020-04-01T00:13:36.468Z,"21 km SE of Stites, Idaho",earthquake,2.2,7.1,0.038,66,reviewed,2018,11,20,22:39:05,Idaho,Grangeville
2018-11-20 21:06:42+00:00,43.8086,-105.3451,0,3.4,42.15871825,67,0.995,1.13,2019-02-02T20:02:27.040Z,"13 km ENE of Wright, Wyoming",mining explosion,6.6,1.8,0.056,54,reviewed,2018,11,20,21:06:42,Wyoming,Wright
2018-11-20 19:07:57+00:00,37.8088333,-122.1956667,6.88,2.55,97,24,0.01598,0.09,2019-02-13T03:53:56.823Z,"3km ENE of Oakland, CA",earthquake,0.1,0.15,0.191,85,reviewed,2018,11,20,19:07:57,California,Piedmont
2018-11-20 17:26:00+00:00,35.6692,-97.3983,6.84,2.7,42.15871825,39,0.083,0.38,2019-02-02T20:02:27.040Z,"6 km W of Arcadia, Oklahoma",earthquake,1,2.2,0.19,23,reviewed,2018,11,20,17:26:00,Oklahoma,Edmond
2018-11-20 17:23:27+00:00,35.6703,-97.396,6.71,2.7,42.15871825,35,0.085,0.36,2019-02-02T20:02:27.040Z,"6 km W of Arcadia, Oklahoma",earthquake,1.1,2.5,0.193,17,reviewed,2018,11,20,17:23:27,Oklahoma,Edmond
2018-11-20 17:22:17+00:00,35.6649,-97.3768,5,2.9,42.15871825,47,0.146,0.51,2019-02-02T20:02:27.040Z,"4 km W of Arcadia, Oklahoma",earthquake,1,3,0.159464844,31,reviewed,2018,11,20,17:22:17,Oklahoma,Edmond
2018-11-20 07:11:38+00:00,44.3532,-114.9831,5,3.1,42.15871825,61,0.891,0.58,2019-02-02T20:02:27.040Z,"15 km NNW of Stanley, Idaho",earthquake,6,2,0.244,31,reviewed,2018,11,20,7:11:38,Idaho,Challis
2018-11-20 06:31:41+00:00,32.2175,-115.238,21.83,2.5,25,118,0.2093,0.27,2018-11-20T22:50:04.850Z,"6km W of Alberto Oviedo Mota, B.C., MX",earthquake,0.75,2.24,0.277,24,reviewed,2018,11,20,6:31:41,Baja California,Doctor Alberto Oviedo Mota
2018-11-20 06:16:51+00:00,32.2355,-115.2345,20.18,2.78,22,147,0.1929,0.27,2018-11-21T00:36:22.199Z,"6km W of Alberto Oviedo Mota, B.C., MX",earthquake,0.68,1.52,0.24,87,reviewed,2018,11,20,6:16:51,Baja California,Doctor Alberto Oviedo Mota
2018-11-20 03:35:51+00:00,32.4861667,-115.582,18.63,2.59,35,108,0.1857,0.27,2018-11-24T07:17:32.568Z,"10km S of Progreso, B.C., MX",earthquake,0.52,0.77,0.168,64,reviewed,2018,11,20,3:35:51,Baja California,Progreso
2018-11-20 03:15:23+00:00,32.2251667,-115.2083333,18.9,2.56,15,182,0.2103,0.24,2018-11-20T21:31:04.690Z,"4km W of Alberto Oviedo Mota, B.C., MX",earthquake,0.61,1.07,0.234,27,reviewed,2018,11,20,3:15:23,Baja California,Doctor Alberto Oviedo Mota
2018-11-20 01:37:39+00:00,32.2201653,-115.231163,22.52,3.52,28,164,0.2084,0.33,2019-02-02T20:02:27.040Z,"6km W of Alberto Oviedo Mota, B.C., MX",earthquake,0.89,2.15,0.308,22,reviewed,2018,11,20,1:37:39,Baja California,Doctor Alberto Oviedo Mota
2018-11-19 23:51:18+00:00,32.215,-115.2321667,19.65,3.26,27,165,0.213,0.32,2019-02-02T20:02:27.040Z,"6km WSW of Alberto Oviedo Mota, B.C., MX",earthquake,0.86,1.12,0.204,127,reviewed,2018,11,19,23:51:18,Baja California,Doctor Alberto Oviedo Mota
2018-11-19 23:49:15+00:00,32.2073333,-115.226,18.63,3.51,28,167,0.2219,0.37,2019-02-02T20:02:27.040Z,"6km WSW of Alberto Oviedo Mota, B.C., MX",earthquake,0.89,1.37,0.216,226,reviewed,2018,11,19,23:49:15,Baja California,Doctor Alberto Oviedo Mota
2018-11-19 21:47:48+00:00,32.2336667,-115.2161667,16.55,2.86,20,181,0.2,0.21,2018-11-21T00:09:45.888Z,"4km W of Alberto Oviedo Mota, B.C., MX",earthquake,0.6,1.93,0.151,24,reviewed,2018,11,19,21:47:48,Baja California,Doctor Alberto Oviedo Mota
2018-11-19 21:42:23+00:00,32.2371667,-115.2665,5.94,2.76,24,143,0.1847,0.49,2018-11-21T21:31:38.968Z,"9km W of Alberto Oviedo Mota, B.C., MX",earthquake,0.77,31.61,0.154,21,reviewed,2018,11,19,21:42:23,Baja California,Doctor Alberto Oviedo Mota
2018-11-19 20:57:19+00:00,32.2388333,-115.2538333,19.6,2.58,16,158,0.1853,0.25,2019-02-02T20:02:26.040Z,"8km W of Alberto Oviedo Mota, B.C., MX",earthquake,0.63,1.08,0.162,50,reviewed,2018,11,19,20:57:19,Baja California,Doctor Alberto Oviedo Mota
2018-11-19 20:25:01+00:00,32.2325,-115.251,21.33,3.22,22,146,0.192,0.29,2019-02-02T20:02:25.040Z,"8km W of Alberto Oviedo Mota, B.C., MX",earthquake,0.63,1.54,0.162,81,reviewed,2018,11,19,20:25:01,Baja California,Doctor Alberto Oviedo Mota
2018-11-19 20:18:42+00:00,32.2065,-115.2535,10.95,4.82,29,149,0.2168,0.38,2019-02-02T20:02:26.040Z,"8km WSW of Alberto Oviedo Mota, B.C., MX",earthquake,0.79,31.61,0.159464844,6,reviewed,2018,11,19,20:18:42,Baja California,Doctor Alberto Oviedo Mota
2018-11-19 18:12:55+00:00,35.0272,-97.623,9.2,3,42.15871825,42,0.095,0.69,2019-02-02T20:02:26.040Z,"0 km SE of Dibble, Oklahoma",earthquake,1.2,8.1,0.129,19,reviewed,2018,11,19,18:12:55,Oklahoma,Blanchard
2018-11-19 11:09:13+00:00,47.698,-123.5516667,39.32,4.07,53,62,0.226275377,0.24,2019-02-02T20:02:25.040Z,"37 km NE of Amanda Park, Washington",earthquake,0.35,0.38,0.174372415,40,reviewed,2018,11,19,11:09:13,Washington,Port Angeles
2018-11-19 09:01:04+00:00,38.7697,-97.5578,5,2.6,42.15871825,90,0.81,0.28,2019-02-02T20:02:26.040Z,"9 km SSE of Salina, Kansas",earthquake,1.7,2,0.083,38,reviewed,2018,11,19,9:01:04,Kansas,Salina
2018-11-19 07:44:09+00:00,38.7004,-97.6455,5,2.7,42.15871825,90,0.88,1.31,2020-03-20T02:22:00.429Z,"4 km WNW of Assaria, Kansas",earthquake,2.6,1.9,0.08,41,reviewed,2018,11,19,7:44:09,Kansas,Lindsborg
2018-11-18 21:51:23+00:00,43.5811,-105.384,0,3.2,42.15871825,101,1.114,0.7,2019-01-30T18:36:29.040Z,"20 km SSE of Wright, Wyoming",mining explosion,4.6,2,0.048,56,reviewed,2018,11,18,21:51:23,Wyoming,Wright
2018-11-18 21:01:21+00:00,43.8928,-105.4676,0,3.4,42.15871825,88,1.058,0.47,2019-01-30T18:36:26.040Z,"15 km N of Wright, Wyoming",mining explosion,6.1,1.7,0.041,78,reviewed,2018,11,18,21:01:21,Wyoming,Wright
2018-11-18 20:59:57+00:00,40.3153333,-124.6623333,14.86,2.64,33,249,0.2866,0.27,2018-11-21T04:56:03.324Z,"32km W of Petrolia, CA",earthquake,1.14,0.94,0.181,34,reviewed,2018,11,18,20:59:57,California,Ferndale
2018-11-18 13:46:55+00:00,37.3662,-97.9782,5,2.7,42.15871825,139,0.07,0.16,2019-01-30T18:36:26.040Z,"9 km NNE of Harper, Kansas",earthquake,2,1.9,0.104,24,reviewed,2018,11,18,13:46:55,Kansas,Harper
2018-11-18 12:03:52+00:00,40.3841667,-124.636,24,2.51,28,249,0.2455,0.13,2018-11-28T01:58:03.225Z,"30km WNW of Petrolia, CA",earthquake,0.62,1.13,0.186,24,reviewed,2018,11,18,12:03:52,California,Ferndale
2018-11-18 11:55:38+00:00,37.3514,-97.9859,2.1,2.8,42.15871825,138,0.054,0.23,2019-01-30T18:36:26.040Z,"8 km NNE of Harper, Kansas",earthquake,1.8,4.6,0.104,24,reviewed,2018,11,18,11:55:38,Kansas,Harper
2018-11-18 04:57:58+00:00,35.8532,-97.8183,6.54,3,42.15871825,51,0.171,0.23,2019-01-30T18:36:22.040Z,"10 km E of Kingfisher, Oklahoma",earthquake,0.7,5.1,0.178,25,reviewed,2018,11,18,4:57:58,Oklahoma,Kingfisher
2018-11-18 03:48:51+00:00,36.4558,-96.872,4.83,2.6,42.15871825,72,0.226275377,0.35,2019-01-30T18:36:22.040Z,"13 km WSW of Ralston, Oklahoma",earthquake,1.2,1.2,0.237,20,reviewed,2018,11,18,3:48:51,Oklahoma,Pawnee
2018-11-18 03:20:00+00:00,35.0255,-97.6213,9.17,2.8,42.15871825,44,0.095,0.55,2019-01-30T18:36:22.040Z,"1 km SE of Dibble, Oklahoma",earthquake,1.4,8.3,0.195,15,reviewed,2018,11,18,3:20:00,Oklahoma,Blanchard
2018-11-17 23:44:12+00:00,35.5926,-97.3721,8.96,2.6,42.15871825,37,0.059,0.44,2020-03-20T02:22:35.549Z,"7 km N of Spencer, Oklahoma",earthquake,1.1,5.6,0.106,23,reviewed,2018,11,17,23:44:12,Oklahoma,Spencer
2018-11-17 21:34:25+00:00,38.8156,-97.5725,5,2.8,42.15871825,97,0.803,1.02,2020-03-20T02:22:16.450Z,"4 km SE of Salina, Kansas",earthquake,3,2,0.078,43,reviewed,2018,11,17,21:34:25,Kansas,Salina
2018-11-17 18:39:02+00:00,36.9681667,-121.6096667,3.95,2.76,70,30,0.02558,0.1,2018-11-22T16:47:57.581Z,"6km SW of Gilroy, CA",earthquake,0.12,0.24,0.173,104,reviewed,2018,11,17,18:39:02,California,Gilroy
2018-11-17 18:32:39+00:00,35.4813333,-121.3178333,18.13,2.71,88,202,0.2303,0.18,2018-11-20T03:17:03.638Z,"22km SSW of San Simeon, CA",earthquake,0.46,0.27,0.211,62,reviewed,2018,11,17,18:32:39,California,Cambria
2018-11-17 15:13:37+00:00,36.786,-98.3335,2.94,2.7,42.15871825,137,0.303,0.2,2020-03-20T02:23:08.476Z,"4 km NNE of Cherokee, Oklahoma",earthquake,1.3,2.8,0.216,20,reviewed,2018,11,17,15:13:37,Oklahoma,Cherokee
2018-11-16 17:25:19+00:00,36.9648,-97.8413,7.3,3,42.15871825,43,0.098,0.68,2019-01-30T18:36:25.040Z,"11 km NE of Wakita, Oklahoma",earthquake,1,2,0.217,22,reviewed,2018,11,16,17:25:19,Oklahoma,Medford
2018-11-16 10:31:49+00:00,37.231,-104.3849,2.42,2.7,42.15871825,83,0.094,0.29,2019-01-30T18:36:22.040Z,"5 km S of Hoehne, Colorado",earthquake,1.8,3.3,0.051,50,reviewed,2018,11,16,10:31:49,Colorado,Trinidad
2018-11-16 10:31:06+00:00,32.626,-115.5501667,5.43,2.9,36,75,0.06518,0.25,2018-11-19T20:32:30.809Z,"6km NNE of Progreso, B.C., MX",earthquake,0.33,0.73,0.154,83,reviewed,2018,11,16,10:31:06,Baja California,Vinas del Sol
2018-11-16 08:57:11+00:00,34.207,-116.8603333,2.42,2.94,117,22,0.07449,0.14,2018-11-17T07:22:21.786Z,"6km SSW of Big Bear City, CA",earthquake,0.08,0.29,0.163,183,reviewed,2018,11,16,8:57:11,California,Big Bear City
2018-11-16 06:41:11+00:00,32.1985,-117.6826667,5.93,2.59,14,306,0.616,0.35,2018-11-16T16:43:46.557Z,"63km WSW of Rosarito, B.C., MX",earthquake,1.5,31.61,0.143,48,reviewed,2018,11,16,6:41:11,Baja California,La Esperanza [Granjas Familiares]
2018-11-16 05:42:20+00:00,35.3695,-98.111,10.91,2.9,42.15871825,46,0.141,0.68,2019-01-30T18:36:25.040Z,"15 km W of Union City, Oklahoma",earthquake,1.5,7.6,0.262,22,reviewed,2018,11,16,5:42:20,Oklahoma,Union City
2018-11-16 05:38:49+00:00,33.1596667,-115.6338333,3.01,2.94,64,26,0.02341,0.24,2019-01-30T18:36:25.040Z,"12km WNW of Calipatria, CA",earthquake,0.16,0.27,0.17,94,reviewed,2018,11,16,5:38:49,California,Westmorland
2018-11-15 23:12:50+00:00,40.3841667,-123.768,23.34,2.52,34,39,0.0583,0.14,2018-11-16T23:47:03.134Z,"30km N of Redway, CA",earthquake,0.21,0.33,0.138,31,reviewed,2018,11,15,23:12:50,California,Redway
2018-11-15 20:51:21+00:00,43.6185,-105.3521,0,3.3,42.15871825,74,1.076,0.76,2019-01-30T18:36:24.040Z,"18 km SE of Wright, Wyoming",mining explosion,7.1,1.7,0.042,76,reviewed,2018,11,15,20:51:21,Wyoming,Wright
2018-11-15 19:48:30+00:00,36.6781667,-121.3031667,4.15,2.6,54,64,0.0678,0.06,2018-11-16T18:35:03.168Z,"12km S of Tres Pinos, CA",earthquake,0.15,0.61,0.184,74,reviewed,2018,11,15,19:48:30,California,Ridgemark
2018-11-15 17:20:30+00:00,36.7915,-97.7327,5,2.9,42.15871825,40,0.118,0.28,2019-01-30T18:36:21.040Z,"1 km S of Medford, Oklahoma",earthquake,1.3,1.7,0.092,31,reviewed,2018,11,15,17:20:30,Oklahoma,Medford
2018-11-15 15:02:37+00:00,35.9622,-96.7613,6.32,2.7,42.15871825,82,0.046,0.26,2019-01-30T18:36:20.040Z,"2 km SSE of Cushing, Oklahoma",earthquake,0.8,1.7,0.192,14,reviewed,2018,11,15,15:02:37,Oklahoma,Cushing
2018-11-15 12:07:55+00:00,36.1966,-102.4994,3.64,2.8,42.15871825,102,0.308,0.42,2019-01-30T18:36:24.040Z,"15 km N of Dalhart, Texas",earthquake,4,3.5,0.193,7,reviewed,2018,11,15,12:07:55,Texas,Dalhart
2018-11-15 09:33:12+00:00,42.6699,-111.4571,9.83,3.8,42.15871825,50,0.203,0.51,2019-01-30T18:36:24.040Z,"12 km E of Soda Springs, Idaho",earthquake,2.4,6.5,0.039,63,reviewed,2018,11,15,9:33:12,Idaho,Soda Springs
2018-11-15 06:40:26+00:00,33.157,-115.636,3.26,3.45,72,25,0.02662,0.24,2019-01-30T18:36:24.040Z,"12km WNW of Calipatria, CA",earthquake,0.15,0.29,0.135,279,reviewed,2018,11,15,6:40:26,California,Westmorland
2018-11-15 02:57:11+00:00,35.7028333,-121.0193333,8.38,2.61,61,109,0.1242,0.08,2018-11-16T18:50:02.249Z,"13km WSW of Lake Nacimiento, CA",earthquake,0.16,0.69,0.134,54,reviewed,2018,11,15,2:57:11,California,Lake Nacimiento
2018-11-15 02:38:37+00:00,42.6734,-111.4714,10,2.8,42.15871825,50,0.21,0.74,2019-01-30T18:36:24.040Z,"11 km E of Soda Springs, Idaho",earthquake,2.4,2,0.036,102,reviewed,2018,11,15,2:38:37,Idaho,Soda Springs
2018-11-15 00:48:51+00:00,37.4288,-97.4085,5,2.5,42.15871825,99,0.336,0.31,2019-01-30T18:36:21.040Z,"11 km SE of Clearwater, Kansas",earthquake,2.1,1.9,0.077,22,reviewed,2018,11,15,0:48:51,Kansas,Clearwater
2018-11-14 21:51:23+00:00,42.6567,-111.4654,7.62,3.1,42.15871825,71,0.193,0.54,2019-01-30T18:36:24.040Z,"11 km E of Soda Springs, Idaho",earthquake,1.4,5.6,0.042,76,reviewed,2018,11,14,21:51:23,Idaho,Soda Springs
2018-11-14 15:56:32+00:00,35.9948333,-117.694,2.4,2.64,33,31,0.0587,0.14,2018-11-15T00:04:15.317Z,"20km ENE of Little Lake, CA",earthquake,0.13,0.19,0.157,90,reviewed,2018,11,14,15:56:32,California,China Lake Acres
2018-11-14 07:09:18+00:00,36.9548,-97.9588,4.63,2.5,42.15871825,50,0.004,0.27,2019-01-30T18:36:23.040Z,"8 km ESE of Manchester, Oklahoma",earthquake,1,1.2,0.159464844,42.74671503,reviewed,2018,11,14,7:09:18,Kansas,Anthony
2018-11-14 03:08:50+00:00,36.2908,-97.0122,5.32,3.3,42.15871825,52,0.028,0.32,2020-03-20T02:23:26.788Z,"0 km SSW of Morrison, Oklahoma",earthquake,1.1,1.3,0.049,108,reviewed,2018,11,14,3:08:50,Oklahoma,Stillwater
2018-11-13 22:11:23+00:00,43.9901,-105.2883,0,3.2,42.15871825,108,0.912,0.28,2019-01-30T18:36:23.040Z,"29 km SSE of Sleepy Hollow, Wyoming",mining explosion,6,1.8,0.059,42,reviewed,2018,11,13,22:11:23,Wyoming,Sleepy Hollow
2018-11-13 20:28:53+00:00,36.4662,-98.7693,5.47,2.8,42.15871825,85,0.031,0.83,2019-01-30T18:36:23.040Z,"16 km SE of Waynoka, Oklahoma",earthquake,1.4,4,0.212,25,reviewed,2018,11,13,20:28:53,Oklahoma,Fairview
2018-11-13 19:01:33+00:00,46.9721,-112.5253,12.75,2.6,42.15871825,125,0.091,1.03,2019-01-30T18:36:23.040Z,"12 km E of Lincoln, Montana",earthquake,2.9,4.6,0.051,50,reviewed,2018,11,13,19:01:33,Montana,Lincoln
2018-11-13 17:17:23+00:00,42.6636,-111.4842,5,3,42.15871825,66,0.205,1.07,2019-01-30T18:36:23.040Z,"9 km E of Soda Springs, Idaho",earthquake,1.1,1.8,0.034,116,reviewed,2018,11,13,17:17:23,Idaho,Soda Springs
2018-11-13 09:54:09+00:00,34.0308333,-116.601,10.44,2.51,88,34,0.03974,0.15,2018-11-14T06:17:39.335Z,"3km SW of Morongo Valley, CA",earthquake,0.12,0.25,0.16,25,reviewed,2018,11,13,9:54:09,California,Morongo Valley
2018-11-13 05:21:49+00:00,36.4116667,-120.7423333,15.85,2.54,67,73,0.2011,0.12,2018-11-16T05:03:04.071Z,"6km W of New Idria, CA",earthquake,0.19,0.47,0.194,67,reviewed,2018,11,13,5:21:49,California,King City
2018-11-12 23:52:23+00:00,42.653,-111.4862,5,3.2,42.15871825,140,0.196,0.3,2019-01-30T18:36:20.040Z,"9 km E of Soda Springs, Idaho",earthquake,0.8,1.9,0.037,96,reviewed,2018,11,12,23:52:23,Idaho,Soda Springs
2018-11-12 21:30:49+00:00,35.796,-96.9652,8.72,2.6,42.15871825,79,0.186,0.22,2019-01-30T18:36:20.040Z,"4 km ESE of Carney, Oklahoma",earthquake,1.1,9.8,0.322,22,reviewed,2018,11,12,21:30:49,Oklahoma,Chandler
